Date,US900123BB58,US900123AY60,US900123CB40,RU000A0JXU14,XS0767473852,XS0088543193,RU000A1006S9,XS3020792696,XS2010028939,XS2010043904,XS1678623734,XS1678623064,XS2808539410,XS2334109423,XS3262542155,XS2801343414
2023-08-24,8.366237256301964,8.522649739146717,8.363619073771067,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.338081012647364,7.228967109771278,5.772420364372257,6.121824032934301,,6.609877479993151,,
2023-08-25,8.383999438335293,8.576471163481214,8.398578145367232,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.4111801282203436,7.298871584677554,5.792427918351572,6.143288478678115,,6.578032731983452,,
2023-08-28,8.083492143422434,8.566532742385533,8.412615802506302,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.398969636730812,7.237687915489553,5.823280556726326,6.1667381156570995,,6.518415184434464,,
2023-08-29,8.231741486356423,8.462128182242054,8.280494499876498,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.340106248835526,7.205010214666384,5.797050258987825,6.123774120868348,,6.625812592472992,,
2023-08-30,8.206845601034619,8.396434489696576,8.220221795534327,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.303698056759381,7.237687915489553,5.772420364372257,6.125724453690076,,6.665687594843532,,
2023-08-31,8.235482418919613,8.522649739146717,8.218858606218324,15.007302968216047,9.37736128734968,11.671498882643592,18.829050584902994,,7.303698056759381,7.137694312478829,5.743244375577202,6.125724453690076,,6.669678023213202,,
2023-09-01,8.276746047889583,8.562276738902842,8.40278618841377,15.78519149314013,9.851443808184571,12.475196970086845,19.534911855546657,,7.231172822158751,7.198482950887544,5.741710955955683,6.096495148021843,,6.657708336319335,,
2023-09-04,8.330682153417358,8.572210511310113,8.440784434934585,15.78519149314013,9.851443808184571,12.475196970086845,19.534911855546657,,7.277463739152703,7.172401409895028,5.849466195742683,6.185707237919723,,6.681652506332478,,
2023-09-05,8.330682153417358,8.614907028481984,8.460576957478063,15.78519149314013,9.531791819015238,12.203900091223725,19.534911855546657,,7.323912796472622,7.20283415397874,5.881607094462567,6.196141856071968,,6.657708336319335,,
2023-09-06,8.330682153417358,8.689391763157813,8.504623492241018,15.58295757398587,9.531791819015238,12.069540671127186,18.60367604809149,,7.356319002571521,7.248595840625661,5.894488747153067,6.210761312758203,,6.701620646139066,,
2023-09-07,8.591060367576269,8.695146651894541,8.586415435828863,15.58295757398587,9.531791819015238,12.069540671127186,18.166680838770365,,7.384737898010243,7.276992490474889,5.920295584005153,6.244225473051542,,6.689638161404643,,
2023-09-08,8.591060367576269,8.602077037422216,8.501772569219677,15.78519149314013,9.531791819015238,12.069540671127186,19.059250482279296,,7.346183767246028,7.220251217792234,5.959115139397577,6.3029499732900325,,6.66169769925611,,
2023-09-11,8.591060367576269,8.65780465511047,8.510329168224734,16.20664070343455,9.689768409862412,12.069540671127186,19.534911855546657,,7.4193265469148395,7.194132971628529,5.991565504524245,6.294548078215631,,6.66169769925611,,
2023-09-12,8.591060367576269,8.686515680490285,8.53893442334962,16.20664070343455,9.851443808184571,12.203900091223725,19.534911855546657,,7.407108746880017,7.305441349516811,6.025737529710966,6.296648154921537,,6.701620646139066,,
2023-09-13,8.591060367576269,8.643482991073347,8.584971414008285,15.992998584393458,9.689768409862412,11.936027194913464,19.059250482279296,,7.684696248512572,7.530488392728706,6.115721223901787,6.4125617217192525,,6.721602135166954,,
2023-09-14,8.591060367576269,8.643482991073347,8.62117030011632,16.20664070343455,9.770133845017005,12.203900091223725,19.534911855546657,,7.649427925696614,7.501623461691431,6.091110134864559,6.370318032405853,,6.673668984496809,,
2023-09-15,8.591060367576269,8.65780465511047,8.65465541942687,16.20664070343455,9.770133845017005,11.936027194913464,19.059250482279296,,7.6328625918875295,7.413144105762708,6.035519698964998,6.372427677113901,,6.649731207871611,,
2023-09-18,8.591060367576269,8.949407796657423,8.719206630274375,16.31573627881115,9.851443808184571,12.203900091223725,19.17621998978972,,7.501060022435199,7.428591554145582,6.012707604195784,6.328181100931715,,6.617843973820604,,
2023-09-19,8.737773880452101,8.920831498441888,8.726583362643078,16.20664070343455,9.851443808184571,12.203900091223725,19.059250482279296,,7.4805806027479145,7.224608549893932,5.976951471585642,6.3408110012454335,,6.73759694892956,,
2023-09-20,8.57388886662659,8.752645669216287,8.524615749040061,16.20664070343455,9.851443808184571,12.203900091223725,19.059250482279296,,7.666013417259422,7.619642234253221,6.1075116607495,6.546332929699776,,6.73759694892956,,
2023-09-21,8.60959194761392,8.838595808806996,8.541802021197812,16.20664070343455,9.851443808184571,12.203900091223725,19.059250482279296,,7.661865152016007,7.506060722123914,5.9801974248844,6.3408110012454335,,6.785632799448976,,
2023-09-22,8.701525597475587,8.745272807068648,8.596532745206522,16.20664070343455,10.01698036840082,12.475196970086845,19.534911855546657,,7.795239651423916,7.626349485595601,6.081280462014463,6.385091153721517,,6.749598677959023,,
2023-09-25,8.68412804216855,8.776277741449086,8.592194791965726,16.20664070343455,10.01698036840082,12.475196970086845,19.534911855546657,,7.803619022334207,7.570544181698385,6.099307967083779,6.37664776746783,,6.801661914355759,,
2023-09-26,8.731049492318164,8.737905720834092,8.65027783332967,15.992998584393458,9.933718899473993,12.203900091223725,19.059250482279296,,7.891914478652483,7.736313844897473,6.143677750981211,6.410446993832922,,6.801661914355759,,
2023-09-27,8.753934274265626,8.819262754588147,8.68244994410282,15.992998584393458,9.933718899473993,12.203900091223725,19.425712652082858,,7.942626642146218,8.039945988833873,6.155209084968346,6.418907514711096,,6.801661914355759,,
2023-09-28,8.824321754370722,9.14728659028693,8.75172799547824,16.20664070343455,10.101250140553848,12.475196970086845,19.910478675518355,,7.953215423804284,8.166292625120096,6.201450607273525,6.457033056213704,,6.785632799448976,,
2023-09-29,8.89667037290683,8.99924706762417,8.82176326127342,16.20664070343455,10.01698036840082,12.750000000000014,19.910478675518355,,8.06382809190988,8.200473167865177,6.237914330908027,6.49524592838881,,6.8538159519119155,,
2023-10-02,8.931012746687442,9.151902319427835,8.863852662812356,15.78519149314013,10.01698036840082,12.750000000000014,19.425712652082858,,8.095902701316442,8.200473167865177,6.2894923151257025,6.525027671205164,,6.837758866967249,,
2023-10-03,9.043246981272567,9.346253694130422,8.977969022983782,15.78519149314013,10.01698036840082,12.750000000000014,19.425712652082858,,8.140933965143484,8.251875603744871,6.371493970353509,6.563396738059199,,6.84177233014006,,
2023-10-04,9.219410880729285,9.328989804413435,9.109792623890828,16.20664070343455,10.246211102637135,13.028394247217662,19.910478675518355,,8.186114019674378,8.541193345389464,6.482877811523319,6.6768870870573425,,7.039094467555825,,
2023-10-05,9.159811923881191,9.227613216368402,9.05363232952254,16.20664070343455,10.246211102637135,13.028394247217662,19.910478675518355,,8.394572712629616,8.40209123151209,6.408502182832648,6.696235861600757,,7.026976061511521,,
2023-10-06,9.1909783834518,9.399814447302019,9.100398595854616,16.20664070343455,10.246211102637135,13.028394247217662,19.910478675518355,,8.394572712629616,8.382313680048851,6.42536355313321,6.711300415833629,,7.039094467555825,,
2023-10-09,9.249367505429468,9.402974520564724,9.144354686707937,16.20664070343455,10.246211102637135,13.028394247217662,19.910478675518355,,8.412088395896697,8.3971446483333,6.550911788229354,6.78899051062124,,7.035054453824836,,
2023-10-10,9.099223359758662,9.168845964745454,8.973365305237731,15.992998584393458,10.159991305280975,13.310467811100546,19.66546673129187,,8.279093789036114,8.278863994303503,6.583369341693817,6.791153732043733,,7.026976061511521,,
2023-10-11,8.98763712276814,9.087486345397561,8.842773476566382,16.20664070343455,10.246211102637135,13.310467811100546,19.910478675518355,,8.186114019674378,8.124881600179231,6.487966431023717,6.706994871316993,,6.9704882746386225,,
2023-10-12,9.009837369953576,9.162681125575821,8.839767804276862,16.20664070343455,10.074805809152753,13.028394247217662,19.425712652082858,,8.194736691873967,8.124881600179231,6.420302545739796,6.698387109349058,,6.990650249141035,,
2023-10-13,9.071189074681566,9.136525311951589,8.948867572231014,16.20664070343455,10.074805809152753,13.028394247217662,19.425712652082858,,8.309503114347862,8.234723863226435,6.494754759652656,6.745784768385146,,7.002753955971616,,
2023-10-16,9.134396726318606,9.277386073906174,9.071651748304573,16.20664070343455,10.159991305280975,13.168965486031563,19.66546673129187,,8.344339548481393,8.25677933972654,6.511743122454618,6.7544169865842285,,7.018899848489711,,
2023-10-17,9.176797661730687,9.324286923949938,9.115524163230598,16.20664070343455,10.246211102637135,13.740677446413732,19.66546673129187,,8.388010101925223,8.264137645622334,6.54579526643798,6.80197403994539,,7.08761719932352,,
2023-10-18,9.255085489954732,9.474355839449306,9.216917136363909,16.20664070343455,10.074805809152753,13.886021318540537,19.910478675518355,,8.313852823814887,8.27640870062099,6.58850259345148,6.806304124757894,,7.148381382678952,,
2023-10-19,9.394933449260863,9.636547691284008,9.411337920072365,16.20664070343455,10.246211102637135,14.179693956694678,19.910478675518355,,8.610698156134944,8.298519352915495,6.639961356521523,6.8084695877933585,,7.136218680190527,,
2023-10-20,9.087998546493402,9.543069757210326,9.40640701281974,16.20664070343455,10.246211102637135,14.179693956694678,19.910478675518355,,8.526489433407123,8.379843131520879,6.726240099562066,6.791153732043733,,7.067389837769713,,
2023-10-23,9.329770393118398,9.517443686646969,9.383444588505888,16.20664070343455,10.246211102637135,14.179693956694678,19.910478675518355,,8.517655369239732,8.473981725478897,6.776579329451829,6.830139657648908,,7.851881173163927,,
2023-10-24,9.193817364657123,9.349395964489075,9.220110972254393,15.78519149314013,9.907448101565382,13.596311967147557,18.961172374573312,,8.434014542916085,8.320659322245238,6.750514353826626,6.810635331340209,,7.808440654424033,,
2023-10-25,9.226533861666532,9.414043074605159,9.218513860740241,15.38605052384831,9.584196153150994,12.750000000000014,18.515353879246202,,8.464770221269479,8.36996458941353,6.745308422916317,6.854009215952228,,7.856711229392749,,
2023-10-26,9.280863997300756,9.482320335095254,9.341010531574732,15.58295757398587,9.544815898761293,12.203900091223725,18.736010560999343,,8.508826994662481,8.3971446483333,6.821898666120176,6.871390318690246,,7.890540308467213,,
2023-10-27,9.279429811085006,9.423540695948603,9.298847323899247,15.78519149314013,9.584196153150994,12.203900091223725,18.961172374573312,,8.466969699338591,8.36996458941353,6.809679776020705,6.869216692759422,,7.866373343023379,,
2023-10-30,9.22225935835939,9.382452839488018,9.287541555884012,16.20664070343455,9.505655843732312,11.936027194913464,19.191012206774303,,8.464770221269479,8.281319649115616,6.811424539383662,6.884438009627701,,7.832567614898734,,
2023-10-31,9.1909783834518,9.254022460129221,9.205750891027519,16.65256264056236,9.427987322707063,11.936027194913464,18.515353879246202,,8.416470818628351,8.244522699685271,6.807935276575402,6.862697509389343,,7.808440654424033,,
