Date,Price
12/31/2021,130.66
1/3/2022,129.88
1/4/2022,128.61
1/5/2022,127.67
1/6/2022,125.83
1/7/2022,125.29
1/10/2022,124.16
1/11/2022,124.98
1/12/2022,124.87
1/13/2022,121.96
1/14/2022,119.37
1/17/2022,114.78
1/18/2022,115.35
1/19/2022,118.52
1/20/2022,116.09
1/21/2022,116.97
1/24/2022,112.02
1/25/2022,110.48
1/26/2022,111.45
1/27/2022,113.82
1/28/2022,113.4
1/31/2022,111.75
2/1/2022,111.92
2/2/2022,115.87
2/3/2022,115.22
2/4/2022,115.43
2/7/2022,114.8
2/8/2022,114.66
2/9/2022,115.31
2/10/2022,115.03
2/11/2022,112.18
2/14/2022,108.84
2/15/2022,111.97
2/16/2022,113.05
2/17/2022,110.78
2/18/2022,112.23
2/21/2022,105
2/22/2022,100.94
2/23/2022,90.25
2/24/2022,50
2/25/2022,70
2/28/2022,31
3/1/2022,29
3/2/2022,17
3/3/2022,17
3/4/2022,20
3/7/2022,20
3/8/2022,19
3/9/2022,15
3/10/2022,18
3/11/2022,18
3/14/2022,20
3/15/2022,22
3/16/2022,32
3/17/2022,44
3/18/2022,40
3/21/2022,38
3/22/2022,35
3/23/2022,32
3/24/2022,28
3/25/2022,31
3/28/2022,33
3/29/2022,33
3/30/2022,34.5
3/31/2022,34.5
4/1/2022,34.25
4/4/2022,33
4/5/2022,27
4/6/2022,25
4/7/2022,22
4/8/2022,20
4/11/2022,20
4/12/2022,21
4/13/2022,22.25
4/14/2022,22.75
4/15/2022,22.75
4/18/2022,22.5
4/19/2022,22
4/20/2022,22
4/21/2022,23
4/22/2022,23
4/25/2022,23
4/26/2022,23
4/27/2022,25
4/28/2022,22
4/29/2022,29
5/2/2022,29
5/3/2022,30
5/4/2022,30
5/5/2022,29
5/6/2022,30
5/9/2022,29
5/10/2022,28
5/11/2022,27
5/12/2022,25.5
5/13/2022,25
5/16/2022,23.5
5/17/2022,24
5/18/2022,17.25
5/19/2022,18
5/20/2022,18
5/23/2022,19
5/24/2022,19.5
5/25/2022,18.5
5/26/2022,20.5
5/27/2022,22
5/30/2022,22
5/31/2022,23.5
6/1/2022,26
6/2/2022,26
6/3/2022,26
6/6/2022,26
6/7/2022,21
6/8/2022,24
6/9/2022,24
6/10/2022,25
6/13/2022,24
6/14/2022,24
6/15/2022,26
6/16/2022,28
6/17/2022,28
6/20/2022,28
6/21/2022,28
6/22/2022,28
6/23/2022,29
6/24/2022,29
6/27/2022,31
6/28/2022,31
6/29/2022,31
6/30/2022,31
7/1/2022,31
7/4/2022,31
7/5/2022,31
7/6/2022,31
7/7/2022,31
